Timestamp,ROI Index,Frequency (Hz)
22643310,1,5.338001251
22657596,1,5.344505787
22671882,1,5.31135416
22686168,1,5.373918056
22700454,1,5.357580662
22714740,1,5.344195366
22729026,1,5.351492882
22743312,1,5.363138676
22757598,1,4.548396826
22771884,1,5.345394135
22786170,1,5.364819527
22800456,1,5.35311079
22814742,1,4.71766901
22829028,1,5.342465401
22843314,1,5.323654652
22857600,1,5.299773693
22871886,1,5.341442585
22886172,1,5.343614578
22900458,1,5.38083744
22914744,1,5.328722
22929030,1,5.320719719
22943316,1,5.369548798
22957602,1,5.252375603
22971888,1,5.31673193
22986174,1,5.374308586
23000460,1,5.337812901
23014746,1,5.357037544
23029032,1,5.340753078
23043318,1,5.208843708
23057604,1,5.328580379
23071890,1,5.213849545
23086176,1,5.315000057
23100462,1,5.36194706
23114748,1,5.366372108
23129034,1,5.34393549
23143320,1,5.222983837
23157606,1,5.384889126
23171892,1,5.174408436
23186178,1,5.340621471
23200464,1,5.35380125
23214750,1,4.71601367
23229036,1,5.362092495
23243322,1,5.329258919
23257608,1,5.375042915
23271894,1,5.362476826
23286180,1,5.276362896
23300466,1,5.374464035
23314752,1,5.243192196
23329038,1,5.08052206
23343324,1,5.384747028
23357610,1,5.360473633
23371896,1,5.382855415
23386182,1,5.353719234
23400468,1,5.301504135
23414754,1,5.340029716
23429040,1,5.35167551
23443326,1,5.360444069
23457612,1,5.342416763
23471898,1,5.329224586
23486184,1,5.373074055
23500470,1,4.707397461
23514756,1,5.33878231
23529042,1,4.693477392
23543328,1,5.37956953
23557614,1,5.383572102
23571900,1,5.360423088
23586186,1,4.719693422
23600472,1,5.33955574
23614758,1,4.685191154
23629044,1,5.366266727
23643330,1,5.368656158
23657616,1,5.366019726
23671902,1,4.708025455
23686188,1,5.231657028
23700474,1,4.733276606
23714760,1,5.365323067
23729046,1,5.376995564
23743332,1,5.385946274
23757618,1,5.380320549
23771904,1,5.340475559
23786190,1,5.365549564
23800476,1,5.351921082
23814762,1,5.377792835
23829048,1,5.371461868
23843334,1,5.311907768
23857620,1,5.364224434
23871906,1,5.362679482
23886192,1,5.34088707
23900478,1,5.37234211
23914764,1,5.360586166
23929050,1,5.377681255
23943336,1,5.375086784
23957622,1,5.280866146
23971908,1,4.705049038
23986194,1,5.318949223
24000480,1,5.359827042
24014766,1,5.367033005
24029052,1,5.343356133
24043338,1,5.372331142
24057624,1,5.322472572
24071910,1,5.281957626
24086196,1,5.380959988
24100482,1,5.35951376
24114768,1,5.224359512
24129054,1,5.348909378
24143340,1,5.207033157
24157626,1,5.377814293
24171912,1,5.347010136
24186198,1,5.367912769
24200484,1,5.368048191
24214770,1,5.369543076
24229056,1,5.36324501
24243342,1,4.718189955
24257628,1,5.281221867
24271914,1,5.378819942
24286200,1,5.371145725
24300486,1,5.388172626
24314772,1,5.352460861
24329058,1,5.242673874
24343344,1,5.036596775
24357630,1,5.380550385
24371916,1,5.367153168
24386202,1,5.334784031
24400488,1,5.260205746
24414774,1,5.371082306
24429060,1,5.354183197
24443346,1,5.333419323
24457632,1,5.374264717
24471918,1,5.383472919
24486204,1,5.347445011
24500490,1,5.372306347
24514776,1,5.275619984
24529062,1,5.341467381
24543348,1,5.308763027
24557634,1,4.701303482
24571920,1,5.275380611
24586206,1,5.374227047
24600492,1,5.366109848
24614778,1,5.326834679
24629064,1,5.371241093
24643350,1,5.37412262
24657636,1,5.370556831
24671922,1,5.360722542
24686208,1,5.351313114
24700494,1,5.350155354
24714780,1,5.311218739
24729066,1,5.348692894
24743352,1,5.369379044
24757638,1,5.316124916
24771924,1,5.363092422
24786210,1,5.366577148
24800496,1,5.359333038
24814782,1,5.347877026
24829068,1,5.296363354
24843354,1,5.354678631
24857640,1,5.358139515
